ID,symbol,name,currency,risk,category,url
315,LU1670628061:USD,M&G (Lux) North Amer Div A USD Dis,USD,6,Ações EUA Dividendo,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F000010L88
317,LU0562246966:EUR,JPM Emerg Mkts Inv Grd Bd D (acc) EURH,EUR,4,Obrigações Emergentes Globais EUR Biased,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000LKVX
318,LU1670627253:EUR,M&G (Lux) North Amer Div A EUR Inc,EUR,6,Ações EUA Dividendo,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F000010L8H
319,LU0571085413:USD,Vontobel mtx Sust EmMkts Ldrs B USD,USD,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MOJF
320,LU0197229882:USD,Fidelity India Focus A-USD,USD,6,Ações Índia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR055WO
321,LU0271024506:USD,BlueBay Emerging Market Bond R USD (AID),USD,4,Obrigações Emergentes Globais,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F000002GJT
322,LU0357313427:USD,BlueBay Emerging Market Bond R USD,USD,4,Obrigações Emergentes Globais,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000H0RM
323,LU0319686159:USD,Amundi Fds Em Mkts Eq Foc G USD C,USD,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000000OIS
324,LU0093503737:EUR,BGF ESG Multi-Asset E2 EUR,EUR,4,Mistos Moderados EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04T5D
325,LU0848002365:EUR,UBS (Lux) ES Eurp Opp Uncons € P,EUR,6,Ações Europa Cap. Grande Misto,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000PUHM
326,IE0007987690:EUR,Vanguard European Stock Idx Inv EUR Acc,EUR,6,Ações Europa Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04SKF
327,IE0007987690:EUR,Vanguard Eurozone Stock Idx Inv EUR Acc,EUR,6,Ações Euro Cap. Grande,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04SKF
328,LU0090841858:USD,BGF US Small & MidCap Opps E2,USD,6,Ações EUA Cap. Média,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04T4T
329,LU0115769746:EUR,Fidelity MSCI Europe Indx EUR P Acc,EUR,6,Ações Europa Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04LVV
330,LU0197230542:EUR,Fidelity India Focus A-EUR,EUR,6,Ações Índia,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR055WP
331,LU0011890265:USD,Janus Henderson Hrzn Jpn Smr Coms A2 USD,USD,6,Ações Japão Cap. Peq/Média,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04DDE
333,LU0170474000:EUR,Franklin European Ttl Ret N(acc)EUR,EUR,3,Obrigações Diversificado EUR,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F0GBR04HR7
334,LU0090841858:USD,BGF US Small & MidCap Opps E2 EUR,EUR,6,Ações EUA Cap. Média,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04T4T
335,LU0219441572:USD,MFS Meridian Global Concntr A1 USD,USD,6,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04Z23
336,LU1980096793:EUR,M&G (Lux) Glb Themes A USD Inc,USD,6,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000013GOL
337,LU1670628905:USD,M&G (Lux) Glb Themes A USD Acc,USD,6,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000010KYG
338,LU0165915058:EUR,Allianz Euro Bond AT EUR,EUR,3,Obrigações Diversificado EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04TGP
339,IE00B7VSFQ23:EUR,Legg Mason BW Glb Inc Opt A EURH Acc,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000XOB7
340,IE00B7F9FM77:EUR,Legg Mason BW Glb Inc Opt A EURHDis(M)+e,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000QT52
341,IE00B64QTZ34:USD,Neuberger Berman US Sm Cap USD A Acc,USD,6,Ações EUA Cap. Pequena,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MMMD
343,LU0079837604:EUR,NB Corporate Euro A,EUR,3,Obrigações Corp. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06DT5
344,IE00BLDYK493:USD,Neuberger Berman US Sm Cap USD A Inc,USD,6,Ações EUA Cap. Pequena,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0000100CL
345,LU0602539867:EUR,Nordea 1 - Global Stars Equity E EUR,EUR,5,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PTWS
346,LU0219440335:USD,MFS Meridian European Research A1 USD,USD,6,Ações Europa Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04W07
347,LU1980096447:EUR,M&G (Lux) Glb Themes A EUR Acc,EUR,5,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000013GOK
348,LU0492942718:USD,Ninety One GSF Glb Qual Div Gr A Acc USD,USD,5,Ações Global Dividendo Alto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000H6EH
349,LU0705251279:USD,Nordea 1 - Global Stars Equity E USD,USD,5,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PTWW
350,LU0492942718:USD,Ninety One GSF Glb Qual Div Gr A Inc USD,USD,5,Ações Global Dividendo Alto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000H6EH
352,IE00BF1YJ209:EUR,BNY Mellon Global Credit EUR H Acc H,EUR,4,Obrigações Corp. Globais - EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000ZWUY
353,LU0107768136:EUR,Schroder ISF Inflation Plus B Acc EUR,EUR,4,Mistos Flexíveis EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04C4L
354,LU0251571500:USD,Schroder ISF Inflation Plus B Dis EUR AV,EUR,4,Mistos Flexíveis EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR06PXJ
357,LU0219418919:EUR,MFS Meridian Global Concntr A1 EUR,EUR,6,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05ZVA
358,LU1980096793:EUR,M&G (Lux) Glb Themes A EUR Inc,EUR,5,Ações Global Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000013GOL
359,IE00BD4DXF16:USD,Nomura Fds Global High Conviction A USD,USD,6,Ações Global Cap. Grande Misto,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000YJ9N
360,LU1462192417:EUR,Allianz Dyn MltAst Stgy SRI50 A EUR,EUR,4,Mistos Moderados EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000XVMI
361,LU1462192417:EUR,Allianz Dyn MltAst Stgy SRI50 AT EUR,EUR,4,Mistos Moderados EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000XVMI
362,LU0451950405:EUR,Janus Henderson Hrzn Euro Corp Bd A3 EUR,EUR,3,Obrigações Corp. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000005I0D
363,LU0451950314:EUR,Janus Henderson Hrzn Euro Corp Bd A2 EUR,EUR,3,Obrigações Corp. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000005I0E
364,LU0808562614:EUR,MFS Meridian Prudent Wealth AH1 EUR,EUR,4,Mistos Moderados EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PMR6
367,LU0094557526:EUR,MFS Meridian European Research A1 EUR,EUR,5,Ações Europa Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04HQC
368,LU0251660279:EUR,AXAWF Euro Strategic Bonds E Cap EUR,EUR,3,Obrigações Diversificado EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0000001V1
369,IE00BD4DXF16:USD,Nomura Fds Global High Conviction A EUR,EUR,5,Ações Global Cap. Grande Misto,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000YJ9N
370,LU0717747835:EUR,Invesco Pan European Focus Eq E EUR Acc,EUR,6,Ações Europa Cap. Grande Valor,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000NGHV
371,LU0086177085:EUR,UBS (Lux) BF Euro Hi Yld € P-acc,EUR,4,Obrigações Alto Rend. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR04AKY
373,LU0549537040:EUR,BlueBay High Yield ESG Bond R EUR,EUR,4,Obrigações Alto Rend. EUR,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000QQR5
374,LU1380459518:EUR,Vontobel TwentyFour StratInc AH Hdg EUR,EUR,4,Obrigações Flexível Globais-EUR Hedged,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000X3CQ
375,LU0497415702:EUR,Eurizon Azioni Strategia Flss R EUR Acc,EUR,6,Mistos Flexíveis EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000JZB7
376,LU0661986348:EUR,JPM Euroland Dynamic D perf (acc) EUR,EUR,6,Ações Euro Cap. Grande,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MZB1
378,LU1883329515:EUR,Amundi Fds Global MA Cnsrv C EUR C,EUR,4,Mistos Defensivos EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000WFQL
379,LU1769941425:EUR,DWS Invest CROCI World SDG LD,EUR,6,Ações Global Cap. Grande Valor,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F000011013
380,LU0862450516:EUR,JPM Emerging Markets Div D (acc) EUR,EUR,5,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PAG9
381,LU0862450607:EUR,JPM Emerging Markets Div D (div) EUR,EUR,5,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000PAGA
382,LU0269905138:USD,Schroder ISF Glb Em Mkt Opps B Acc USD,USD,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0000002S2
383,PTYCXKLP0007:EUR,Caixa Seleção Global Moderado FIMA,EUR,4,Mistos Defensivos EUR - Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05A6Y
384,IE00B3SHDY84:EUR,Nomura Fds India Equity A EUR,EUR,6,Ações Índia,https://www.morningstar.es/es/funds/snapshot/snapshot.aspx?id=F00000NXR1
387,LU0648597572:USD,MFS Meridian Blnd Rsrch Eurp Eq A1 USD,USD,6,Ações Europa Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F00000MSZ6
389,LU0219440764:USD,MFS Meridian European Value A1 USD,USD,6,Ações Europa Cap. Grande Misto,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0GBR05ZUV
390,LU0279459704:EUR,Schroder ISF Glb Em Mkt Opps B Acc EUR,EUR,6,Ações Emergentes Global,https://www.morningstar.pt/pt/funds/snapshot/snapshot.aspx?id=F0000002SD
